Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_file_ccp,cond_mean_diff_file_ccp,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
92,AnnotationLocation,152.0,23993.0,391.0,8499.0,33035.0,0.73,0.26,0.02,0.28,0.07,0.02,0.02,0.02,0.73,0.0,-0.01,0.83,0.12,0.0,,28,12758,40,9702,22528,0.57,0.43,0.0,0.41,-0.05,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,,0.22494982756213094,0.017638905707851232,False,0.007966577080126575,0.13,306,46,61,165720,125,94974,260880,0.64,0.36,0.0,0.33,-0.1,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,,44,52.0,12868.0,176.0,3438.0,16534.0,0.78,0.21,0.01,0.23,0.08,0.01,0.01,0.01,0.78,0.0,-0.01,0.74,0.1,0.0,,107,6.0,7191.0,103.0,1136.0,8436.0,0.85,0.14,0.01,0.06,-0.59,0.01,0.01,0.0,0.86,-0.0,-0.01,0.57,0.1,0.0,,11,67.0,5792.0,139.0,2067.0,8065.0,0.73,0.26,0.03,0.33,0.23,0.03,0.02,0.03,0.72,0.0,-0.01,0.83,0.17,0.0,
93,FinalParameters,7540.0,4736.0,19648.0,1111.0,33035.0,0.37,0.26,0.82,0.28,0.06,0.87,0.81,0.27,0.35,0.07,-0.5,0.83,0.67,0.0,,899,11932,866,8831,22528,0.57,0.43,0.08,0.51,0.18,0.09,0.07,0.08,0.56,0.02,0.0,0.99,0.4,0.0,,0.21889273010628954,0.0115818082520098,True,0.8195777064038515,0.010000000000000007,18679,105,4855,157645,8200,90180,260880,0.62,0.36,0.05,0.37,0.02,0.05,0.05,0.05,0.62,0.0,-0.02,0.95,0.29,0.0,,58,3093.0,1988.0,11056.0,397.0,16534.0,0.31,0.21,0.86,0.22,0.04,0.89,0.85,0.21,0.29,0.04,-0.61,0.74,0.6,0.0,,54,854.0,2485.0,4809.0,288.0,8436.0,0.4,0.14,0.67,0.15,0.11,0.75,0.66,0.14,0.38,0.06,-0.54,0.57,0.91,0.0,,84,1989.0,544.0,5387.0,145.0,8065.0,0.31,0.26,0.91,0.27,0.02,0.93,0.91,0.26,0.3,0.03,-0.57,0.83,0.42,0.0,
94,DesignForExtension,5904.0,8774.0,15610.0,2747.0,33035.0,0.44,0.26,0.65,0.27,0.05,0.68,0.64,0.24,0.43,0.04,-0.4,0.83,0.93,0.0,,703,12131,667,9027,22528,0.57,0.43,0.06,0.51,0.19,0.07,0.05,0.07,0.56,0.02,0.0,0.99,0.33,0.0,,0.21693729537017692,0.009626373515897207,True,0.22003924989396173,0.010000000000000007,15032,205,13844,149973,15872,81191,260880,0.63,0.36,0.11,0.47,0.28,0.15,0.1,0.12,0.6,0.04,-0.01,0.95,0.51,0.0,,75,2445.0,4031.0,9013.0,1045.0,16534.0,0.39,0.21,0.69,0.21,0.01,0.7,0.69,0.2,0.39,0.01,-0.5,0.74,0.89,0.0,,49,705.0,3422.0,3872.0,437.0,8436.0,0.49,0.14,0.54,0.15,0.14,0.62,0.53,0.14,0.47,0.04,-0.43,0.57,0.99,0.0,,98,1444.0,1896.0,4035.0,690.0,8065.0,0.41,0.26,0.68,0.26,-0.0,0.68,0.68,0.23,0.42,-0.0,-0.44,0.83,0.91,0.0,
95,EmptyLineSeparator,6079.0,8356.0,16028.0,2572.0,33035.0,0.44,0.26,0.67,0.27,0.05,0.7,0.66,0.25,0.42,0.04,-0.41,0.83,0.92,0.0,,810,11985,813,8920,22528,0.57,0.43,0.07,0.5,0.16,0.08,0.06,0.08,0.56,0.02,-0.0,0.99,0.37,0.0,,0.21955766852043734,0.012246746666157632,True,0.4322770440716645,0.020000000000000014,15794,250,21299,153672,12173,73736,260880,0.67,0.36,0.13,0.64,0.75,0.22,0.07,0.2,0.6,0.12,0.06,0.95,0.55,0.03,,73,2459.0,3948.0,9096.0,1031.0,16534.0,0.39,0.21,0.7,0.21,0.01,0.7,0.7,0.2,0.39,0.01,-0.51,0.74,0.88,0.0,,50,539.0,4337.0,2957.0,603.0,8436.0,0.58,0.14,0.41,0.15,0.14,0.47,0.41,0.13,0.56,0.03,-0.33,0.57,0.98,0.0,,102,1836.0,711.0,5220.0,298.0,8065.0,0.32,0.26,0.87,0.26,-0.02,0.86,0.88,0.25,0.32,-0.02,-0.57,0.83,0.54,0.0,
96,MethodCount,170.0,23936.0,448.0,8481.0,33035.0,0.73,0.26,0.02,0.28,0.05,0.02,0.02,0.02,0.73,0.0,-0.01,0.83,0.13,0.0,,6,12786,12,9724,22528,0.57,0.43,0.0,0.33,-0.23,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,0.25199488137397624,0.0446839595196965,False,0.3554959728167467,0.020000000000000014,624,15,1474,164075,1770,93561,260880,0.63,0.36,0.01,0.45,0.25,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.1,0.0,,137,1.0,13034.0,10.0,3489.0,16534.0,0.79,0.21,0.0,0.09,-0.57,0.0,0.0,0.0,0.79,-0.0,-0.0,0.74,0.01,0.0,,118,0.0,7294.0,0.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.57,0.0,0.0,,119,148.0,5472.0,459.0,1986.0,8065.0,0.7,0.26,0.08,0.24,-0.08,0.07,0.08,0.06,0.7,-0.0,-0.05,0.83,0.39,0.0,
97,JavadocVariable,7271.0,5124.0,19260.0,1380.0,33035.0,0.38,0.26,0.8,0.27,0.05,0.84,0.79,0.26,0.36,0.06,-0.49,0.83,0.72,0.0,,861,11920,878,8869,22528,0.57,0.43,0.08,0.5,0.15,0.09,0.07,0.08,0.56,0.02,-0.0,0.99,0.39,0.0,,0.21521483021981064,0.007903908365530898,True,0.22214572838819288,0.010000000000000007,18581,159,10669,128942,36903,84366,260880,0.54,0.36,0.18,0.22,-0.38,0.11,0.22,0.08,0.59,-0.09,-0.16,0.95,0.69,0.01,,64,3044.0,1976.0,11068.0,446.0,16534.0,0.3,0.21,0.85,0.22,0.02,0.87,0.85,0.21,0.3,0.03,-0.62,0.74,0.6,0.0,,59,725.0,3015.0,4279.0,417.0,8436.0,0.44,0.14,0.59,0.14,0.07,0.63,0.59,0.13,0.43,0.03,-0.49,0.57,0.97,0.0,,96,1957.0,473.0,5458.0,177.0,8065.0,0.3,0.26,0.92,0.26,-0.0,0.92,0.92,0.26,0.3,-0.0,-0.59,0.83,0.4,0.0,
98,AnnotationOnSameLine,7050.0,5575.0,18809.0,1601.0,33035.0,0.38,0.26,0.78,0.27,0.04,0.81,0.77,0.26,0.37,0.05,-0.48,0.83,0.76,0.0,,978,11931,867,8752,22528,0.57,0.43,0.08,0.53,0.23,0.1,0.07,0.09,0.56,0.03,0.01,0.99,0.41,0.0,,0.21631861096892724,0.0090076891146475,True,0.7714119782226878,0.010000000000000007,18503,117,19700,143934,21911,75335,260880,0.63,0.36,0.16,0.47,0.3,0.21,0.13,0.17,0.59,0.06,-0.01,0.95,0.63,0.01,,62,2913.0,2591.0,10453.0,577.0,16534.0,0.33,0.21,0.81,0.22,0.03,0.83,0.8,0.21,0.32,0.03,-0.58,0.74,0.7,0.0,,68,736.0,2626.0,4668.0,406.0,8436.0,0.4,0.14,0.64,0.14,0.01,0.64,0.64,0.13,0.4,0.0,-0.54,0.57,0.94,0.0,,86,1908.0,750.0,5181.0,226.0,8065.0,0.33,0.26,0.88,0.27,0.02,0.89,0.87,0.26,0.32,0.02,-0.55,0.83,0.53,0.0,
99,ImportOrder,6968.0,5835.0,18549.0,1683.0,33035.0,0.39,0.26,0.77,0.27,0.04,0.81,0.76,0.26,0.37,0.05,-0.47,0.83,0.77,0.0,,964,11776,1022,8766,22528,0.57,0.43,0.09,0.49,0.12,0.1,0.08,0.09,0.56,0.02,-0.0,0.99,0.43,0.0,,0.2169352590804812,0.009624337226201457,True,0.11626449616770886,0.030000000000000027,18051,544,7723,133223,32622,87312,260880,0.54,0.36,0.15,0.19,-0.47,0.08,0.2,0.06,0.59,-0.09,-0.15,0.95,0.62,0.02,,71,2903.0,2362.0,10682.0,587.0,16534.0,0.32,0.21,0.82,0.21,0.01,0.83,0.82,0.2,0.31,0.01,-0.6,0.74,0.68,0.0,,61,672.0,3217.0,4077.0,470.0,8436.0,0.46,0.14,0.56,0.14,0.05,0.59,0.56,0.13,0.45,0.02,-0.47,0.57,0.99,0.0,,87,1931.0,679.0,5252.0,203.0,8065.0,0.32,0.26,0.89,0.27,0.02,0.9,0.89,0.26,0.32,0.02,-0.56,0.83,0.5,0.0,
100,Indentation,4597.0,11898.0,12486.0,4054.0,33035.0,0.5,0.26,0.52,0.27,0.03,0.53,0.51,0.22,0.49,0.02,-0.32,0.83,1.0,0.0,,786,11960,838,8944,22528,0.57,0.43,0.07,0.48,0.12,0.08,0.07,0.07,0.56,0.01,-0.0,0.99,0.37,0.0,,0.21237026088946426,0.00505933903518449,False,0.8727437772372528,0.040000000000000036,10997,462,6037,158208,7637,88998,260880,0.63,0.36,0.05,0.44,0.21,0.06,0.05,0.06,0.62,0.01,-0.01,0.95,0.3,0.0,,78,1717.0,6595.0,6449.0,1773.0,16534.0,0.5,0.21,0.49,0.21,-0.0,0.49,0.49,0.17,0.5,-0.0,-0.36,0.74,1.0,0.0,,74,462.0,4204.0,3090.0,680.0,8436.0,0.55,0.14,0.42,0.13,-0.04,0.4,0.42,0.11,0.56,-0.01,-0.36,0.57,0.98,0.0,,91,1430.0,1996.0,3935.0,704.0,8065.0,0.42,0.26,0.67,0.27,0.01,0.67,0.66,0.24,0.42,0.01,-0.42,0.83,0.92,0.0,
101,LocalVariableName,357.0,23417.0,967.0,8294.0,33035.0,0.72,0.26,0.04,0.27,0.03,0.04,0.04,0.04,0.72,0.0,-0.03,0.83,0.24,0.0,,86,12721,77,9644,22528,0.57,0.43,0.01,0.53,0.22,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.06,0.0,,0.23306490350493705,0.025753981650657315,True,0.3365727565228753,0.06999999999999995,1118,87,4152,161450,4395,90883,260880,0.63,0.36,0.03,0.49,0.33,0.04,0.03,0.04,0.63,0.01,-0.0,0.95,0.21,0.0,,123,56.0,12732.0,312.0,3434.0,16534.0,0.77,0.21,0.02,0.15,-0.28,0.02,0.02,0.01,0.78,-0.0,-0.02,0.74,0.15,0.0,,140,0.0,7199.0,95.0,1142.0,8436.0,0.85,0.14,0.01,0.0,-1.0,0.0,0.01,0.0,0.86,-0.0,-0.01,0.57,0.09,0.0,,29,259.0,5329.0,602.0,1875.0,8065.0,0.69,0.26,0.11,0.3,0.14,0.12,0.1,0.09,0.69,0.01,-0.06,0.83,0.49,0.0,
102,SuperFinalize,4.0,24373.0,11.0,8647.0,33035.0,0.74,0.26,0.0,0.27,0.02,0.0,0.0,0.0,0.74,0.0,-0.0,0.83,0.01,0.0,,0,12796,2,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.0,0.0,,0.18154215617715616,-0.025768765677123582,False,0.036086203113642135,0.06000000000000005,16,1,9,165818,27,95026,260880,0.64,0.36,0.0,0.25,-0.31,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.0,0.0,,1,2.0,13042.0,2.0,3488.0,16534.0,0.79,0.21,0.0,0.5,1.37,0.0,0.0,0.0,0.79,0.0,0.0,0.74,0.0,0.0,,133,0.0,7293.0,1.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,136,2.0,5923.0,8.0,2132.0,8065.0,0.73,0.26,0.0,0.2,-0.24,0.0,0.0,0.0,0.73,-0.0,-0.0,0.83,0.01,0.0,
103,LineLength,8334.0,1515.0,22869.0,317.0,33035.0,0.3,0.26,0.94,0.27,0.02,0.96,0.94,0.26,0.29,0.03,-0.6,0.83,0.31,0.0,,1218,11320,1478,8512,22528,0.56,0.43,0.12,0.45,0.05,0.13,0.12,0.11,0.55,0.01,-0.02,0.99,0.53,0.0,,0.21232869949831515,0.005017777644035409,True,0.8469621108431062,0.0,21603,39,3298,142302,23543,91737,260880,0.56,0.36,0.1,0.12,-0.66,0.03,0.14,0.03,0.61,-0.08,-0.12,0.95,0.48,0.02,,74,3451.0,278.0,12766.0,39.0,16534.0,0.23,0.21,0.98,0.21,0.01,0.99,0.98,0.21,0.22,0.02,-0.71,0.74,0.14,0.0,,64,971.0,1299.0,5995.0,171.0,8436.0,0.27,0.14,0.83,0.14,0.03,0.85,0.82,0.14,0.26,0.03,-0.69,0.57,0.67,0.0,,97,2130.0,41.0,5890.0,4.0,8065.0,0.27,0.26,0.99,0.27,0.0,1.0,0.99,0.27,0.27,0.01,-0.63,0.83,0.05,0.0,
104,StaticVariableName,253.0,23686.0,698.0,8398.0,33035.0,0.72,0.26,0.03,0.27,0.02,0.03,0.03,0.03,0.72,0.0,-0.02,0.83,0.19,0.0,,53,12747,51,9677,22528,0.57,0.43,0.0,0.51,0.18,0.01,0.0,0.01,0.57,0.0,0.0,0.99,0.04,0.0,,0.2303182153822311,0.023007293527951358,False,0.03629944725019757,0.12,674,89,2016,163890,1955,93019,260880,0.64,0.36,0.02,0.51,0.39,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,,68,71.0,12785.0,259.0,3419.0,16534.0,0.78,0.21,0.02,0.22,0.02,0.02,0.02,0.02,0.78,0.0,-0.01,0.74,0.14,0.0,,72,12.0,7216.0,78.0,1130.0,8436.0,0.86,0.14,0.01,0.13,-0.02,0.01,0.01,0.01,0.86,-0.0,-0.01,0.57,0.09,0.0,,106,136.0,5536.0,395.0,1998.0,8065.0,0.7,0.26,0.07,0.26,-0.03,0.06,0.07,0.05,0.7,-0.0,-0.04,0.83,0.35,0.0,
105,FileTabCharacter,2168.0,18421.0,5963.0,6483.0,33035.0,0.62,0.26,0.25,0.27,0.02,0.25,0.24,0.15,0.62,0.0,-0.16,0.83,0.81,0.0,,194,12476,322,9536,22528,0.56,0.43,0.02,0.38,-0.13,0.02,0.03,0.02,0.56,-0.0,-0.01,0.99,0.16,0.0,,0.203719447302168,-0.003591474552111729,False,0.035991950926579176,0.08999999999999997,4948,516,1028,164901,944,94007,260880,0.64,0.36,0.01,0.52,0.43,0.01,0.01,0.01,0.63,0.0,0.0,0.95,0.06,0.0,,88,827.0,9832.0,3212.0,2663.0,16534.0,0.64,0.21,0.24,0.2,-0.03,0.24,0.25,0.12,0.65,-0.0,-0.18,0.74,0.8,0.0,,51,278.0,5754.0,1540.0,864.0,8436.0,0.72,0.14,0.22,0.15,0.13,0.24,0.21,0.1,0.71,0.01,-0.17,0.57,0.75,0.0,,83,620.0,4277.0,1654.0,1514.0,8065.0,0.61,0.26,0.28,0.27,0.03,0.29,0.28,0.16,0.6,0.01,-0.17,0.83,0.86,0.0,
106,UnusedImports,490.0,23024.0,1360.0,8161.0,33035.0,0.71,0.26,0.06,0.26,0.01,0.06,0.06,0.05,0.71,0.0,-0.04,0.83,0.31,0.0,,421,12428,370,9309,22528,0.57,0.43,0.04,0.53,0.23,0.04,0.03,0.04,0.56,0.01,0.0,0.99,0.22,0.0,,0.22359362130773908,0.016282699453459337,False,0.0437034145250192,0.42,1002,732,1763,163969,1876,93272,260880,0.64,0.36,0.01,0.48,0.33,0.02,0.01,0.02,0.63,0.01,-0.0,0.95,0.11,0.0,,84,190.0,12316.0,728.0,3300.0,16534.0,0.76,0.21,0.06,0.21,-0.02,0.05,0.06,0.05,0.76,-0.0,-0.04,0.74,0.31,0.0,,83,32.0,7065.0,229.0,1110.0,8436.0,0.84,0.14,0.03,0.12,-0.09,0.03,0.03,0.02,0.84,-0.0,-0.03,0.57,0.2,0.0,,107,173.0,5433.0,498.0,1961.0,8065.0,0.7,0.26,0.08,0.26,-0.03,0.08,0.08,0.07,0.7,-0.0,-0.05,0.83,0.41,0.0,
107,MissingDeprecated,232.0,23726.0,658.0,8419.0,33035.0,0.73,0.26,0.03,0.26,-0.0,0.03,0.03,0.02,0.73,-0.0,-0.02,0.83,0.18,0.0,,107,12728,70,9623,22528,0.57,0.43,0.01,0.6,0.4,0.01,0.01,0.01,0.57,0.0,0.0,0.99,0.07,0.0,,0.2251365067538462,0.017825584899566455,False,0.06573097655374156,0.17000000000000004,733,147,1481,163971,1874,93554,260880,0.63,0.36,0.01,0.44,0.21,0.02,0.01,0.02,0.63,0.0,-0.0,0.95,0.1,0.0,,86,56.0,12829.0,215.0,3434.0,16534.0,0.78,0.21,0.02,0.21,-0.02,0.02,0.02,0.02,0.78,-0.0,-0.01,0.74,0.12,0.0,,104,2.0,7268.0,26.0,1140.0,8436.0,0.86,0.14,0.0,0.07,-0.47,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.03,0.0,,121,139.0,5479.0,452.0,1995.0,8065.0,0.7,0.26,0.07,0.24,-0.11,0.07,0.08,0.05,0.7,-0.01,-0.05,0.83,0.38,0.0,
108,NoClone,48.0,24248.0,136.0,8603.0,33035.0,0.74,0.26,0.01,0.26,-0.0,0.01,0.01,0.01,0.74,-0.0,-0.0,0.83,0.05,0.0,,6,12790,8,9724,22528,0.57,0.43,0.0,0.43,-0.01,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.01,0.0,,0.2234249710659542,0.016114049211674447,False,0.7677465470874713,0.06999999999999995,156,11,1599,164477,1368,93436,260880,0.64,0.36,0.01,0.54,0.48,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.09,0.0,,80,14.0,12992.0,52.0,3476.0,16534.0,0.79,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0.79,0.0,-0.0,0.74,0.04,0.0,,23,1.0,7290.0,4.0,1141.0,8436.0,0.86,0.14,0.0,0.2,0.48,0.0,0.0,0.0,0.86,0.0,-0.0,0.57,0.01,0.0,,126,26.0,5844.0,87.0,2108.0,8065.0,0.73,0.26,0.01,0.23,-0.13,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.11,0.0,
109,ImportControl,8648.0,13.0,24371.0,3.0,33035.0,0.26,0.26,1.0,0.26,0.0,1.0,1.0,0.26,0.26,0.0,-0.64,0.83,0.01,0.0,,0,12798,0,9730,22528,0.57,0.43,0.0,0.0,-1.0,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.0,0.0,,0.2073449625299877,3.4040675707947e-05,False,0.003363275860675513,0.0,22520,0,32,165692,153,95003,260880,0.64,0.36,0.0,0.17,-0.53,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.01,0.0,,79,3490.0,8.0,13036.0,0.0,16534.0,0.21,0.21,1.0,0.21,0.0,1.0,1.0,0.21,0.21,0.0,-0.73,0.74,0.01,0.0,,70,1141.0,3.0,7291.0,1.0,8436.0,0.14,0.14,1.0,0.14,-0.0,1.0,1.0,0.14,0.14,-0.0,-0.84,0.57,0.01,0.0,,95,2132.0,2.0,5929.0,2.0,8065.0,0.26,0.26,1.0,0.26,-0.0,1.0,1.0,0.26,0.26,-0.0,-0.64,0.83,0.01,0.0,
110,AnnotationUseStyle,219.0,23767.0,617.0,8432.0,33035.0,0.73,0.26,0.03,0.26,0.0,0.03,0.03,0.02,0.73,0.0,-0.02,0.83,0.17,0.0,,34,12752,46,9696,22528,0.57,0.43,0.0,0.42,-0.02,0.0,0.0,0.0,0.57,-0.0,-0.0,0.99,0.03,0.0,,0.20988355993611546,0.002572638081835693,False,0.034857251118801766,0.07999999999999996,580,53,2143,163976,1869,92892,260880,0.64,0.36,0.02,0.53,0.47,0.02,0.01,0.02,0.63,0.01,0.0,0.95,0.11,0.0,,100,84.0,12697.0,347.0,3406.0,16534.0,0.77,0.21,0.03,0.19,-0.08,0.02,0.03,0.02,0.77,-0.0,-0.02,0.74,0.17,0.0,,67,15.0,7199.0,95.0,1127.0,8436.0,0.86,0.14,0.01,0.14,0.01,0.01,0.01,0.01,0.86,0.0,-0.01,0.57,0.1,0.0,,104,76.0,5712.0,219.0,2058.0,8065.0,0.72,0.26,0.04,0.26,-0.03,0.04,0.04,0.03,0.72,-0.0,-0.02,0.83,0.23,0.0,
111,EmptyStatement,81.0,24151.0,233.0,8570.0,33035.0,0.73,0.26,0.01,0.26,-0.01,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.08,0.0,,30,12762,36,9700,22528,0.57,0.43,0.0,0.45,0.05,0.0,0.0,0.0,0.57,0.0,-0.0,0.99,0.03,0.0,,0.22377005943145675,0.016459137577177013,True,0.15811671923211876,0.21,223,61,563,164854,991,94472,260880,0.63,0.36,0.01,0.36,-0.01,0.01,0.01,0.01,0.63,-0.0,-0.0,0.95,0.05,0.0,,93,17.0,12976.0,68.0,3473.0,16534.0,0.79,0.21,0.01,0.2,-0.05,0.0,0.01,0.0,0.79,-0.0,-0.0,0.74,0.05,0.0,,148,0.0,7291.0,3.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,-0.0,-0.0,0.57,0.0,0.0,,88,61.0,5766.0,165.0,2073.0,8065.0,0.72,0.26,0.03,0.27,0.02,0.03,0.03,0.03,0.72,0.0,-0.02,0.83,0.18,0.0,
112,NeedBraces,1543.0,19956.0,4428.0,7108.0,33035.0,0.65,0.26,0.18,0.26,-0.01,0.18,0.18,0.12,0.65,-0.0,-0.12,0.83,0.68,0.0,,468,12435,363,9262,22528,0.57,0.43,0.04,0.56,0.3,0.05,0.03,0.05,0.56,0.02,0.01,0.99,0.23,0.0,,0.2216789933545555,0.014368071500275748,False,0.3844737992426976,0.06000000000000005,4352,290,7458,154818,11027,87577,260880,0.62,0.36,0.07,0.4,0.11,0.08,0.07,0.07,0.62,0.01,-0.02,0.95,0.37,0.0,,106,534.0,10780.0,2264.0,2956.0,16534.0,0.68,0.21,0.17,0.19,-0.1,0.15,0.17,0.09,0.69,-0.01,-0.13,0.74,0.66,0.0,,36,64.0,6980.0,314.0,1078.0,8436.0,0.83,0.14,0.04,0.17,0.25,0.06,0.04,0.04,0.83,0.0,-0.03,0.57,0.26,0.0,,124,650.0,3786.0,2145.0,1484.0,8065.0,0.55,0.26,0.35,0.23,-0.12,0.3,0.36,0.15,0.57,-0.04,-0.25,0.83,0.93,0.0,
113,MissingJavadocMethod,6002.0,7008.0,17376.0,2649.0,33035.0,0.39,0.26,0.71,0.26,-0.02,0.69,0.71,0.23,0.4,-0.02,-0.47,0.83,0.87,0.0,,820,12037,761,8910,22528,0.57,0.43,0.07,0.52,0.2,0.08,0.06,0.08,0.56,0.02,0.0,0.99,0.37,0.0,,0.20518456835794108,-0.002126353496338662,False,0.7103871201738242,0.020000000000000014,16242,284,21339,142690,23155,73696,260880,0.63,0.36,0.17,0.48,0.32,0.22,0.14,0.18,0.59,0.07,-0.01,0.95,0.66,0.01,,90,2370.0,3668.0,9376.0,1120.0,16534.0,0.37,0.21,0.71,0.2,-0.04,0.68,0.72,0.18,0.38,-0.03,-0.54,0.74,0.87,0.0,,69,757.0,2514.0,4780.0,385.0,8436.0,0.39,0.14,0.66,0.14,0.01,0.66,0.66,0.13,0.39,0.0,-0.55,0.57,0.93,0.0,,111,1542.0,1378.0,4553.0,592.0,8065.0,0.36,0.26,0.76,0.25,-0.04,0.72,0.77,0.23,0.38,-0.05,-0.51,0.83,0.8,0.0,
114,StringLiteralEquality,22.0,24320.0,64.0,8629.0,33035.0,0.74,0.26,0.0,0.26,-0.02,0.0,0.0,0.0,0.74,-0.0,-0.0,0.83,0.03,0.0,,8,12794,4,9722,22528,0.57,0.43,0.0,0.67,0.54,0.0,0.0,0.0,0.57,0.0,0.0,0.99,0.01,0.0,,0.21760423594337866,0.010293314089098893,False,0.016116796082896696,0.12,76,10,105,165374,471,94930,260880,0.63,0.36,0.0,0.18,-0.5,0.0,0.0,0.0,0.64,-0.0,-0.0,0.95,0.02,0.0,,67,6.0,13022.0,22.0,3484.0,16534.0,0.79,0.21,0.0,0.21,0.02,0.0,0.0,0.0,0.79,0.0,-0.0,0.74,0.02,0.0,,129,0.0,7294.0,0.0,1142.0,8436.0,0.86,0.14,0.0,0.0,-1.0,0.0,0.0,0.0,0.86,0.0,0.0,0.57,0.0,0.0,,130,13.0,5886.0,45.0,2121.0,8065.0,0.73,0.26,0.01,0.22,-0.15,0.01,0.01,0.01,0.73,-0.0,-0.01,0.83,0.06,0.0,
115,MissingCtor,3229.0,14838.0,9546.0,5422.0,33035.0,0.55,0.26,0.39,0.25,-0.03,0.37,0.39,0.18,0.55,-0.01,-0.26,0.83,0.96,0.0,,239,12574,224,9491,22528,0.57,0.43,0.02,0.52,0.2,0.02,0.02,0.02,0.57,0.01,0.0,0.99,0.14,0.0,,0.20770465323686876,0.0003937313825889965,False,0.07281957616457735,0.030000000000000027,9230,329,12388,152433,13412,82647,260880,0.63,0.36,0.1,0.48,0.32,0.13,0.08,0.11,0.61,0.04,-0.01,0.95,0.47,0.0,,95,1235.0,8070.0,4974.0,2255.0,16534.0,0.56,0.21,0.38,0.2,-0.06,0.35,0.38,0.15,0.57,-0.02,-0.29,0.74,0.95,0.0,,78,407.0,4505.0,2789.0,735.0,8436.0,0.58,0.14,0.38,0.13,-0.06,0.36,0.38,0.1,0.59,-0.01,-0.33,0.57,0.96,0.0,,103,871.0,3432.0,2499.0,1263.0,8065.0,0.53,0.26,0.42,0.26,-0.02,0.41,0.42,0.19,0.54,-0.01,-0.27,0.83,0.98,0.0,
