Unnamed: 0,feature,true_positives,true_negatives,false_positives,false_negatives,samples,accuracy,positive_rate,hit_rate,precision,precision_lift,recall,fpr,jaccard,independent_prob,lift_over_independent,lift_over_majority,concept_entropy,classifier_entropy,mutual_information,comment,cochange_true_positives,cochange_true_negatives,cochange_false_positives,cochange_false_negatives,cochange_samples,cochange_accuracy,cochange_positive_rate,cochange_hit_rate,cochange_precision,cochange_precision_lift,cochange_recall,cochange_fpr,cochange_jaccard,cochange_independent_prob,cochange_lift_over_independent,cochange_lift_over_majority,cochange_concept_entropy,cochange_classifier_entropy,cochange_mutual_information,cochange_comment,cond_mean_same_day_duration_avg,cond_mean_diff_same_day_duration_avg,monotonicity,line_pearson,removal_removal_probability,removal_true_positives,removal_false_positives,twins_true_positives,twins_true_negatives,twins_false_positives,twins_false_negatives,twins_samples,twins_accuracy,twins_positive_rate,twins_hit_rate,twins_precision,twins_precision_lift,twins_recall,twins_fpr,twins_jaccard,twins_independent_prob,twins_lift_over_independent,twins_lift_over_majority,twins_concept_entropy,twins_classifier_entropy,twins_mutual_information,twins_comment,control_medium_Unnamed: 0,control_medium_true_positives,control_medium_true_negatives,control_medium_false_positives,control_medium_false_negatives,control_medium_samples,control_medium_accuracy,control_medium_positive_rate,control_medium_hit_rate,control_medium_precision,control_medium_precision_lift,control_medium_recall,control_medium_fpr,control_medium_jaccard,control_medium_independent_prob,control_medium_lift_over_independent,control_medium_lift_over_majority,control_medium_concept_entropy,control_medium_classifier_entropy,control_medium_mutual_information,control_medium_comment,control_short_Unnamed: 0,control_short_true_positives,control_short_true_negatives,control_short_false_positives,control_short_false_negatives,control_short_samples,control_short_accuracy,control_short_positive_rate,control_short_hit_rate,control_short_precision,control_short_precision_lift,control_short_recall,control_short_fpr,control_short_jaccard,control_short_independent_prob,control_short_lift_over_independent,control_short_lift_over_majority,control_short_concept_entropy,control_short_classifier_entropy,control_short_mutual_information,control_short_comment,control_long_Unnamed: 0,control_long_true_positives,control_long_true_negatives,control_long_false_positives,control_long_false_negatives,control_long_samples,control_long_accuracy,control_long_positive_rate,control_long_hit_rate,control_long_precision,control_long_precision_lift,control_long_recall,control_long_fpr,control_long_jaccard,control_long_independent_prob,control_long_lift_over_independent,control_long_lift_over_majority,control_long_concept_entropy,control_long_classifier_entropy,control_long_mutual_information,control_long_comment
92,FinalLocalVariable,6198.0,8416.0,16406.0,2015.0,33035.0,0.44,0.25,0.68,0.27,0.1,0.75,0.66,0.25,0.41,0.09,-0.41,0.81,0.9,0.01,,1070,10304,968,10186,22528,0.5,0.5,0.09,0.53,0.05,0.1,0.09,0.09,0.5,0.01,0.01,1.0,0.44,0.0,,107.03526415329547,4.815189389068209,True,0.7071209984738939,0.010000000000000007,16451,180,8429,133624,8509,110318,260880,0.54,0.46,0.06,0.5,0.09,0.07,0.06,0.07,0.54,0.01,-0.0,0.99,0.35,0.0,,68,3213.0,3107.0,9313.0,901.0,16534.0,0.38,0.25,0.76,0.26,0.03,0.78,0.75,0.24,0.37,0.03,-0.49,0.81,0.8,0.0,,59,535.0,4739.0,2304.0,858.0,8436.0,0.63,0.17,0.34,0.19,0.14,0.38,0.33,0.14,0.61,0.03,-0.25,0.65,0.92,0.0,,66,2450.0,570.0,4789.0,256.0,8065.0,0.37,0.34,0.9,0.34,0.01,0.91,0.89,0.33,0.37,0.01,-0.44,0.92,0.48,0.0,
93,EmptyForIteratorPad,92.0,24579.0,243.0,8121.0,33035.0,0.75,0.25,0.01,0.27,0.1,0.01,0.01,0.01,0.75,0.0,-0.01,0.81,0.08,0.0,,13,11254,18,11243,22528,0.5,0.5,0.0,0.42,-0.16,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.02,0.0,,109.42565795473317,7.205583190505878,True,0.06592639147064032,0.08999999999999997,271,28,1061,141080,1053,117686,260880,0.54,0.46,0.01,0.5,0.1,0.01,0.01,0.01,0.54,0.0,0.0,0.99,0.07,0.0,,124,18.0,12351.0,69.0,4096.0,16534.0,0.75,0.25,0.01,0.21,-0.17,0.0,0.01,0.0,0.75,-0.0,-0.0,0.81,0.05,0.0,,34,1.0,7040.0,3.0,1392.0,8436.0,0.83,0.17,0.0,0.25,0.51,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.01,0.0,,124,73.0,5188.0,171.0,2633.0,8065.0,0.65,0.34,0.03,0.3,-0.11,0.03,0.03,0.03,0.65,-0.0,-0.02,0.92,0.2,0.0,
94,EmptyLineSeparator,6073.0,8788.0,16034.0,2140.0,33035.0,0.45,0.25,0.67,0.27,0.1,0.74,0.65,0.25,0.41,0.08,-0.4,0.81,0.92,0.01,,870,10519,753,10386,22528,0.51,0.5,0.07,0.54,0.07,0.08,0.07,0.07,0.5,0.01,0.01,1.0,0.37,0.0,,107.93720304767116,5.717128283443883,True,0.4322770440716645,0.020000000000000014,15794,250,21634,130295,11838,97113,260880,0.58,0.46,0.13,0.65,0.42,0.18,0.08,0.17,0.53,0.09,0.07,0.99,0.55,0.02,,61,3058.0,3923.0,8497.0,1056.0,16534.0,0.42,0.25,0.7,0.26,0.06,0.74,0.68,0.24,0.4,0.06,-0.44,0.81,0.88,0.0,,61,655.0,4202.0,2841.0,738.0,8436.0,0.58,0.17,0.41,0.19,0.13,0.47,0.4,0.15,0.56,0.03,-0.31,0.65,0.98,0.0,,70,2360.0,663.0,4696.0,346.0,8065.0,0.37,0.34,0.87,0.33,-0.0,0.87,0.88,0.32,0.38,-0.0,-0.44,0.92,0.54,0.0,
95,EmptyStatement,85.0,24593.0,229.0,8128.0,33035.0,0.75,0.25,0.01,0.27,0.09,0.01,0.01,0.01,0.75,0.0,-0.01,0.81,0.08,0.0,,30,11236,36,11226,22528,0.5,0.5,0.0,0.45,-0.09,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,,108.26852232734221,6.048447563114934,False,0.15811671923211876,0.21,223,61,618,141197,936,118129,260880,0.54,0.46,0.01,0.4,-0.13,0.01,0.01,0.01,0.54,-0.0,-0.0,0.99,0.05,0.0,,139,10.0,12345.0,75.0,4104.0,16534.0,0.75,0.25,0.01,0.12,-0.53,0.0,0.01,0.0,0.75,-0.0,-0.01,0.81,0.05,0.0,,145,0.0,7040.0,3.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,91,75.0,5208.0,151.0,2631.0,8065.0,0.66,0.34,0.03,0.33,-0.01,0.03,0.03,0.03,0.66,-0.0,-0.01,0.92,0.18,0.0,
96,SingleSpaceSeparator,1085.0,21902.0,2920.0,7128.0,33035.0,0.7,0.25,0.12,0.27,0.09,0.13,0.12,0.1,0.69,0.01,-0.07,0.81,0.53,0.0,,416,10863,409,10840,22528,0.5,0.5,0.04,0.5,0.01,0.04,0.04,0.04,0.5,0.0,0.0,1.0,0.23,0.0,,112.0459982211072,9.82592345687992,True,0.1429747307491628,0.15000000000000002,3293,587,6450,135568,6565,112297,260880,0.54,0.46,0.05,0.5,0.09,0.05,0.05,0.05,0.54,0.01,-0.0,0.99,0.29,0.0,,119,354.0,11194.0,1226.0,3760.0,16534.0,0.7,0.25,0.1,0.22,-0.1,0.09,0.1,0.07,0.7,-0.01,-0.07,0.81,0.45,0.0,,106,36.0,6788.0,255.0,1357.0,8436.0,0.81,0.17,0.03,0.12,-0.25,0.03,0.04,0.02,0.81,-0.0,-0.03,0.65,0.22,0.0,,105,695.0,3920.0,1439.0,2011.0,8065.0,0.57,0.34,0.26,0.33,-0.03,0.26,0.27,0.17,0.58,-0.01,-0.14,0.92,0.83,0.0,
97,EqualsHashCode,36.0,24725.0,97.0,8177.0,33035.0,0.75,0.25,0.0,0.27,0.09,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.04,0.0,,67,11261,11,11189,22528,0.5,0.5,0.0,0.86,0.72,0.01,0.0,0.01,0.5,0.0,0.0,1.0,0.03,0.0,,108.44348855818184,6.2234137939545615,True,0.02870061175912528,0.37,132,78,326,141680,453,118421,260880,0.54,0.46,0.0,0.42,-0.08,0.0,0.0,0.0,0.54,-0.0,-0.0,0.99,0.03,0.0,,98,11.0,12386.0,34.0,4103.0,16534.0,0.75,0.25,0.0,0.24,-0.02,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.03,0.0,,10,3.0,7039.0,4.0,1390.0,8436.0,0.83,0.17,0.0,0.43,1.6,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.01,0.0,,135,22.0,5300.0,59.0,2684.0,8065.0,0.66,0.34,0.01,0.27,-0.19,0.01,0.01,0.01,0.66,-0.0,-0.01,0.92,0.08,0.0,
98,UpperEll,30.0,24741.0,81.0,8183.0,33035.0,0.75,0.25,0.0,0.27,0.09,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.03,0.0,,9,11265,7,11247,22528,0.5,0.5,0.0,0.56,0.13,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,,114.50721703543077,12.287142271203509,True,0.031561128540052004,0.17000000000000004,72,15,168,142016,117,118579,260880,0.55,0.46,0.0,0.59,0.3,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.01,0.0,,115,8.0,12393.0,27.0,4106.0,16534.0,0.75,0.25,0.0,0.23,-0.08,0.0,0.0,0.0,0.75,-0.0,-0.0,0.81,0.02,0.0,,123,0.0,7043.0,0.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.0,,128,22.0,5305.0,54.0,2684.0,8065.0,0.66,0.34,0.01,0.29,-0.14,0.01,0.01,0.01,0.66,-0.0,-0.01,0.92,0.08,0.0,
99,TypeName,91.0,24578.0,244.0,8122.0,33035.0,0.75,0.25,0.01,0.27,0.09,0.01,0.01,0.01,0.75,0.0,-0.01,0.81,0.08,0.0,,6,11269,3,11250,22528,0.5,0.5,0.0,0.67,0.33,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.01,0.0,,99.93876759558809,-2.2813071686391737,False,0.044866004050543015,0.020000000000000014,184,3,713,140634,1499,118034,260880,0.54,0.46,0.01,0.32,-0.29,0.01,0.01,0.01,0.54,-0.0,-0.01,0.99,0.07,0.0,,80,40.0,12301.0,119.0,4074.0,16534.0,0.75,0.25,0.01,0.25,0.01,0.01,0.01,0.01,0.75,0.0,-0.01,0.81,0.08,0.0,,119,1.0,7009.0,34.0,1392.0,8436.0,0.83,0.17,0.0,0.03,-0.83,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.04,0.0,,34,50.0,5268.0,91.0,2656.0,8065.0,0.66,0.34,0.02,0.35,0.06,0.02,0.02,0.02,0.66,0.0,-0.01,0.92,0.13,0.0,
100,UnusedImports,500.0,23472.0,1350.0,7713.0,33035.0,0.73,0.25,0.06,0.27,0.09,0.06,0.05,0.05,0.72,0.0,-0.03,0.81,0.31,0.0,,445,10926,346,10811,22528,0.5,0.5,0.04,0.56,0.13,0.04,0.03,0.04,0.5,0.01,0.01,1.0,0.22,0.0,,109.69228045393132,7.47220568970404,True,0.0437034145250192,0.42,1002,732,1621,140115,2018,117126,260880,0.54,0.46,0.01,0.45,-0.02,0.01,0.01,0.01,0.54,-0.0,-0.0,0.99,0.11,0.0,,91,227.0,11729.0,691.0,3887.0,16534.0,0.72,0.25,0.06,0.25,-0.01,0.06,0.06,0.05,0.72,-0.0,-0.04,0.81,0.31,0.0,,83,41.0,6823.0,220.0,1352.0,8436.0,0.81,0.17,0.03,0.16,-0.05,0.03,0.03,0.03,0.81,-0.0,-0.03,0.65,0.2,0.0,,47,232.0,4920.0,439.0,2474.0,8065.0,0.64,0.34,0.08,0.35,0.03,0.09,0.08,0.07,0.64,0.0,-0.04,0.92,0.41,0.0,
101,WriteTag,4929.0,11635.0,13187.0,3284.0,33035.0,0.5,0.25,0.55,0.27,0.09,0.6,0.53,0.23,0.48,0.05,-0.33,0.81,0.99,0.0,,284,10994,278,10972,22528,0.5,0.5,0.02,0.51,0.01,0.03,0.02,0.02,0.5,0.0,0.0,1.0,0.17,0.0,,104.98516135965777,2.765086595430489,False,0.3292940083179429,0.020000000000000014,11688,261,6973,136177,5956,111774,260880,0.55,0.46,0.05,0.54,0.18,0.06,0.04,0.06,0.54,0.02,0.01,0.99,0.28,0.0,,45,2422.0,6000.0,6420.0,1692.0,16534.0,0.51,0.25,0.53,0.27,0.1,0.59,0.52,0.23,0.48,0.06,-0.32,0.81,1.0,0.0,,53,894.0,3344.0,3699.0,499.0,8436.0,0.5,0.17,0.54,0.19,0.18,0.64,0.53,0.18,0.47,0.07,-0.4,0.65,0.99,0.01,,55,1613.0,2291.0,3068.0,1093.0,8065.0,0.48,0.34,0.58,0.34,0.03,0.6,0.57,0.28,0.47,0.02,-0.27,0.92,0.98,0.0,
102,InvalidJavadocPosition,238.0,24176.0,646.0,7975.0,33035.0,0.74,0.25,0.03,0.27,0.08,0.03,0.03,0.03,0.74,0.0,-0.02,0.81,0.18,0.0,,85,11206,66,11171,22528,0.5,0.5,0.01,0.56,0.13,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.06,0.0,,109.29462155395672,7.074546789729452,False,0.07236980867762867,0.15000000000000002,680,123,1164,140832,1301,117583,260880,0.54,0.46,0.01,0.47,0.04,0.01,0.01,0.01,0.54,0.0,-0.0,0.99,0.08,0.0,,130,46.0,12208.0,212.0,4068.0,16534.0,0.74,0.25,0.02,0.18,-0.28,0.01,0.02,0.01,0.74,-0.0,-0.01,0.81,0.12,0.0,,117,2.0,7001.0,42.0,1391.0,8436.0,0.83,0.17,0.01,0.05,-0.72,0.0,0.01,0.0,0.83,-0.0,-0.01,0.65,0.05,0.0,,99,190.0,4967.0,392.0,2516.0,8065.0,0.64,0.34,0.07,0.33,-0.03,0.07,0.07,0.06,0.64,-0.0,-0.04,0.92,0.37,0.0,
103,LeftCurly,1304.0,21273.0,3549.0,6909.0,33035.0,0.68,0.25,0.15,0.27,0.08,0.16,0.14,0.11,0.68,0.01,-0.09,0.81,0.6,0.0,,364,10934,338,10892,22528,0.5,0.5,0.03,0.52,0.04,0.03,0.03,0.03,0.5,0.0,0.0,1.0,0.2,0.0,,103.55755308079976,1.3374783165724864,False,0.21625721496947606,0.08999999999999997,3103,307,7635,134641,7492,111112,260880,0.55,0.46,0.06,0.5,0.11,0.06,0.05,0.06,0.54,0.01,0.0,0.99,0.32,0.0,,79,557.0,10777.0,1643.0,3557.0,16534.0,0.69,0.25,0.13,0.25,0.02,0.14,0.13,0.1,0.68,0.0,-0.09,0.81,0.57,0.0,,100,99.0,6422.0,621.0,1294.0,8436.0,0.77,0.17,0.09,0.14,-0.17,0.07,0.09,0.05,0.78,-0.01,-0.07,0.65,0.42,0.0,,68,648.0,4074.0,1285.0,2058.0,8065.0,0.59,0.34,0.24,0.34,-0.0,0.24,0.24,0.16,0.59,-0.0,-0.12,0.92,0.79,0.0,
104,AbstractClassName,570.0,23273.0,1549.0,7643.0,33035.0,0.72,0.25,0.06,0.27,0.08,0.07,0.06,0.06,0.72,0.0,-0.04,0.81,0.34,0.0,,40,11234,38,11216,22528,0.5,0.5,0.0,0.51,0.03,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.03,0.0,,105.33057358795502,3.1104988237277382,True,0.04251504939169385,0.030000000000000027,1520,42,5658,137073,5060,113089,260880,0.55,0.46,0.04,0.53,0.16,0.05,0.04,0.05,0.54,0.01,0.0,0.99,0.25,0.0,,71,244.0,11713.0,707.0,3870.0,16534.0,0.72,0.25,0.06,0.26,0.03,0.06,0.06,0.05,0.72,0.0,-0.04,0.81,0.32,0.0,,109,41.0,6736.0,307.0,1352.0,8436.0,0.8,0.17,0.04,0.12,-0.29,0.03,0.04,0.02,0.81,-0.0,-0.04,0.65,0.25,0.0,,43,285.0,4824.0,535.0,2421.0,8065.0,0.63,0.34,0.1,0.35,0.04,0.11,0.1,0.09,0.63,0.0,-0.05,0.92,0.47,0.0,
105,RightCurly,1057.0,21920.0,2902.0,7156.0,33035.0,0.7,0.25,0.12,0.27,0.07,0.13,0.12,0.1,0.69,0.01,-0.07,0.81,0.53,0.0,,323,10944,328,10933,22528,0.5,0.5,0.03,0.5,-0.01,0.03,0.03,0.03,0.5,-0.0,-0.0,1.0,0.19,0.0,,102.56371479581415,0.3436400315868866,False,0.21246108340556072,0.09999999999999998,2956,313,3191,136719,5414,115556,260880,0.54,0.46,0.03,0.37,-0.19,0.03,0.04,0.03,0.54,-0.01,-0.02,0.99,0.21,0.0,,103,431.0,11052.0,1368.0,3683.0,16534.0,0.69,0.25,0.11,0.24,-0.04,0.1,0.11,0.08,0.7,-0.0,-0.08,0.81,0.5,0.0,,84,17.0,6950.0,93.0,1376.0,8436.0,0.83,0.17,0.01,0.15,-0.06,0.01,0.01,0.01,0.83,-0.0,-0.01,0.65,0.1,0.0,,125,609.0,3918.0,1441.0,2097.0,8065.0,0.56,0.34,0.25,0.3,-0.11,0.23,0.27,0.15,0.58,-0.03,-0.16,0.92,0.82,0.0,
106,JavadocType,220.0,24213.0,609.0,7993.0,33035.0,0.74,0.25,0.03,0.27,0.07,0.03,0.02,0.02,0.74,0.0,-0.02,0.81,0.17,0.0,,21,11256,16,11235,22528,0.5,0.5,0.0,0.57,0.14,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,,108.06853611547085,5.848461351243558,True,0.02616085565414151,0.06000000000000005,490,30,4907,139026,3107,113840,260880,0.55,0.46,0.03,0.61,0.35,0.04,0.02,0.04,0.54,0.02,0.01,0.99,0.2,0.0,,92,103.0,12106.0,314.0,4011.0,16534.0,0.74,0.25,0.03,0.25,-0.01,0.03,0.03,0.02,0.74,-0.0,-0.02,0.81,0.17,0.0,,96,13.0,6964.0,79.0,1380.0,8436.0,0.83,0.17,0.01,0.14,-0.14,0.01,0.01,0.01,0.83,-0.0,-0.01,0.65,0.09,0.0,,104,104.0,5143.0,216.0,2602.0,8065.0,0.65,0.34,0.04,0.32,-0.03,0.04,0.04,0.04,0.65,-0.0,-0.02,0.92,0.24,0.0,
107,SuperFinalize,4.0,24811.0,11.0,8209.0,33035.0,0.75,0.25,0.0,0.27,0.07,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,0,11270,2,11256,22528,0.5,0.5,0.0,0.0,-1.0,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.0,0.0,,91.99408996800301,-10.225984796224267,False,0.036086203113642135,0.06000000000000005,16,1,23,142120,13,118724,260880,0.54,0.46,0.0,0.64,0.4,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,83,1.0,12417.0,3.0,4113.0,16534.0,0.75,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.0,0.0,,122,0.0,7042.0,1.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,121,3.0,5352.0,7.0,2703.0,8065.0,0.66,0.34,0.0,0.3,-0.11,0.0,0.0,0.0,0.66,-0.0,-0.0,0.92,0.01,0.0,
108,CovariantEquals,4.0,24811.0,11.0,8209.0,33035.0,0.75,0.25,0.0,0.27,0.07,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,1,11272,0,11255,22528,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,,129.78874496996022,27.568670205732946,False,0.008083508341019516,0.0,10,0,0,142133,0,118747,260880,0.54,0.46,0.0,0.0,-1.0,0.0,0.0,0.0,0.54,0.0,0.0,0.99,0.0,0.0,,28,2.0,12415.0,5.0,4112.0,16534.0,0.75,0.25,0.0,0.29,0.15,0.0,0.0,0.0,0.75,0.0,-0.0,0.81,0.01,0.0,,148,0.0,7043.0,0.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,0.0,0.0,0.65,0.0,0.0,,139,2.0,5353.0,6.0,2704.0,8065.0,0.66,0.34,0.0,0.25,-0.25,0.0,0.0,0.0,0.66,-0.0,-0.0,0.92,0.01,0.0,
109,MissingJavadocType,4142.0,13327.0,11495.0,4071.0,33035.0,0.53,0.25,0.47,0.26,0.07,0.5,0.46,0.21,0.51,0.03,-0.3,0.81,1.0,0.0,,205,11091,181,11051,22528,0.5,0.5,0.02,0.53,0.06,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.13,0.0,,103.20839933942308,0.9883245751958044,False,0.34731741106510805,0.020000000000000014,9837,242,6699,135277,6856,112048,260880,0.54,0.46,0.05,0.49,0.09,0.06,0.05,0.05,0.54,0.01,-0.0,0.99,0.29,0.0,,51,2122.0,6731.0,5689.0,1992.0,16534.0,0.54,0.25,0.47,0.27,0.09,0.52,0.46,0.22,0.51,0.04,-0.29,0.81,1.0,0.0,,49,867.0,3580.0,3463.0,526.0,8436.0,0.53,0.17,0.51,0.2,0.21,0.62,0.49,0.18,0.49,0.07,-0.37,0.65,1.0,0.01,,96,1153.0,3016.0,2343.0,1553.0,8065.0,0.52,0.34,0.43,0.33,-0.02,0.43,0.44,0.23,0.52,-0.01,-0.22,0.92,0.99,0.0,
110,MultipleVariableDeclarations,307.0,23975.0,847.0,7906.0,33035.0,0.74,0.25,0.03,0.27,0.07,0.04,0.03,0.03,0.73,0.0,-0.02,0.81,0.22,0.0,,52,11210,62,11204,22528,0.5,0.5,0.01,0.46,-0.09,0.0,0.01,0.0,0.5,-0.0,-0.0,1.0,0.05,0.0,,108.00375273650118,5.783677972273908,True,0.09511458873994967,0.07999999999999996,853,72,5484,137810,4323,113263,260880,0.55,0.46,0.04,0.56,0.23,0.05,0.03,0.04,0.54,0.01,0.01,0.99,0.23,0.0,,99,91.0,12135.0,285.0,4023.0,16534.0,0.74,0.25,0.02,0.24,-0.03,0.02,0.02,0.02,0.74,-0.0,-0.02,0.81,0.16,0.0,,22,4.0,7035.0,8.0,1389.0,8436.0,0.83,0.17,0.0,0.33,1.02,0.0,0.0,0.0,0.83,0.0,-0.0,0.65,0.02,0.0,,134,212.0,4805.0,554.0,2494.0,8065.0,0.62,0.34,0.09,0.28,-0.18,0.08,0.1,0.07,0.63,-0.02,-0.06,0.92,0.45,0.0,
111,ConstantName,1346.0,21001.0,3821.0,6867.0,33035.0,0.68,0.25,0.16,0.26,0.05,0.16,0.15,0.11,0.67,0.01,-0.1,0.81,0.63,0.0,,141,11163,109,11115,22528,0.5,0.5,0.01,0.56,0.13,0.01,0.01,0.01,0.5,0.0,0.0,1.0,0.09,0.0,,104.66364429270986,2.443569528482584,False,0.31412025189219456,0.040000000000000036,3731,159,5874,136899,5234,112873,260880,0.55,0.46,0.04,0.53,0.16,0.05,0.04,0.05,0.54,0.01,0.0,0.99,0.25,0.0,,117,576.0,10479.0,1941.0,3538.0,16534.0,0.67,0.25,0.15,0.23,-0.08,0.14,0.16,0.1,0.67,-0.01,-0.11,0.81,0.62,0.0,,92,47.0,6771.0,272.0,1346.0,8436.0,0.81,0.17,0.04,0.15,-0.11,0.03,0.04,0.03,0.81,-0.0,-0.03,0.65,0.23,0.0,,115,723.0,3751.0,1608.0,1983.0,8065.0,0.55,0.34,0.29,0.31,-0.08,0.27,0.3,0.17,0.57,-0.03,-0.17,0.92,0.87,0.0,
112,AnnotationUseStyle,218.0,24204.0,618.0,7995.0,33035.0,0.74,0.25,0.03,0.26,0.05,0.03,0.02,0.02,0.74,0.0,-0.02,0.81,0.17,0.0,,39,11231,41,11217,22528,0.5,0.5,0.0,0.49,-0.02,0.0,0.0,0.0,0.5,-0.0,-0.0,1.0,0.03,0.0,,104.21092854167743,1.9908537774501556,False,0.034857251118801766,0.07999999999999996,580,53,2044,140165,1968,116703,260880,0.55,0.46,0.02,0.51,0.12,0.02,0.01,0.02,0.54,0.0,0.0,0.99,0.11,0.0,,100,104.0,12093.0,327.0,4010.0,16534.0,0.74,0.25,0.03,0.24,-0.03,0.03,0.03,0.02,0.74,-0.0,-0.02,0.81,0.17,0.0,,94,16.0,6949.0,94.0,1377.0,8436.0,0.83,0.17,0.01,0.15,-0.12,0.01,0.01,0.01,0.83,-0.0,-0.01,0.65,0.1,0.0,,87,98.0,5162.0,197.0,2608.0,8065.0,0.65,0.34,0.04,0.33,-0.01,0.04,0.04,0.03,0.65,-0.0,-0.02,0.92,0.23,0.0,
113,JavadocStyle,2352.0,18043.0,6779.0,5861.0,33035.0,0.62,0.25,0.28,0.26,0.04,0.29,0.27,0.16,0.61,0.01,-0.18,0.81,0.85,0.0,,281,11024,248,10975,22528,0.5,0.5,0.02,0.53,0.06,0.02,0.02,0.02,0.5,0.0,0.0,1.0,0.16,0.0,,106.8715706239362,4.651495859708916,True,0.6717958353158313,0.020000000000000014,7120,180,8618,134248,7885,110129,260880,0.55,0.46,0.06,0.52,0.15,0.07,0.06,0.07,0.54,0.02,0.01,0.99,0.34,0.0,,113,951.0,9280.0,3140.0,3163.0,16534.0,0.62,0.25,0.25,0.23,-0.07,0.23,0.25,0.13,0.63,-0.01,-0.18,0.81,0.81,0.0,,103,180.0,5804.0,1239.0,1213.0,8436.0,0.71,0.17,0.17,0.13,-0.23,0.13,0.18,0.07,0.72,-0.02,-0.15,0.65,0.65,0.0,,79,1221.0,2959.0,2400.0,1485.0,8065.0,0.52,0.34,0.45,0.34,0.0,0.45,0.45,0.24,0.52,0.0,-0.22,0.92,0.99,0.0,
114,LocalFinalVariableName,181.0,24302.0,520.0,8032.0,33035.0,0.74,0.25,0.02,0.26,0.04,0.02,0.02,0.02,0.74,0.0,-0.01,0.81,0.15,0.0,,27,11245,27,11229,22528,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,,94.96888709225351,-7.251187671973753,False,0.10357026523971516,0.06000000000000005,588,37,4044,138905,3228,114703,260880,0.55,0.46,0.03,0.56,0.22,0.03,0.02,0.03,0.54,0.01,0.01,0.99,0.18,0.0,,128,34.0,12267.0,153.0,4080.0,16534.0,0.74,0.25,0.01,0.18,-0.27,0.01,0.01,0.01,0.75,-0.0,-0.01,0.81,0.09,0.0,,141,0.0,6939.0,104.0,1393.0,8436.0,0.82,0.17,0.01,0.0,-1.0,0.0,0.01,0.0,0.83,-0.0,-0.01,0.65,0.1,0.0,,33,147.0,5096.0,263.0,2559.0,8065.0,0.65,0.34,0.05,0.36,0.07,0.05,0.05,0.05,0.65,0.0,-0.02,0.92,0.29,0.0,
115,NestedTryDepth,112.0,24499.0,323.0,8101.0,33035.0,0.74,0.25,0.01,0.26,0.04,0.01,0.01,0.01,0.74,0.0,-0.01,0.81,0.1,0.0,,28,11254,18,11228,22528,0.5,0.5,0.0,0.61,0.22,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.02,0.0,,107.17405636787363,4.953981603646341,False,0.09311845760583204,0.06999999999999995,381,29,854,141387,746,117893,260880,0.55,0.46,0.01,0.53,0.17,0.01,0.01,0.01,0.54,0.0,0.0,0.99,0.05,0.0,,135,14.0,12328.0,92.0,4100.0,16534.0,0.75,0.25,0.01,0.13,-0.47,0.0,0.01,0.0,0.75,-0.0,-0.01,0.81,0.06,0.0,,146,0.0,7042.0,1.0,1393.0,8436.0,0.83,0.17,0.0,0.0,-1.0,0.0,0.0,0.0,0.83,-0.0,-0.0,0.65,0.0,0.0,,122,98.0,5129.0,230.0,2608.0,8065.0,0.65,0.34,0.04,0.3,-0.11,0.04,0.04,0.03,0.65,-0.0,-0.02,0.92,0.25,0.0,
